index,host_identity_verified,boro,instant_bookable,cancellation_policy,room_type,price,service_fee,minimum_nights,review_rate_number
9769,False,brooklyn,False,moderate,privater,245.0,49.0,1.0,3.0
9770,True,manhattan,True,moderate,privater,1111.0,222.0,20.0,2.0
9771,False,manhattan,False,strict,entire,265.0,53.0,30.0,5.0
9772,True,brooklyn,False,flexible,entire,155.0,31.0,30.0,4.0
9773,True,brooklyn,True,moderate,privater,104.0,21.0,1.0,3.0
9774,True,bronx,True,moderate,entire,678.0,136.0,3.0,3.0
9775,True,manhattan,False,moderate,privater,859.0,172.0,3.0,4.0
9776,True,manhattan,False,strict,privater,322.0,64.0,3.0,5.0
9777,False,manhattan,False,strict,privater,1153.0,231.0,4.0,4.0
9778,False,queens,True,strict,privater,443.0,89.0,1.0,2.0
9779,False,brooklyn,False,strict,entire,475.0,95.0,3.0,2.0
9780,False,queens,True,flexible,privater,887.0,177.0,1.0,2.0
9781,False,brooklyn,True,moderate,privater,1005.0,201.0,4.0,4.0
9782,True,brooklyn,False,strict,privater,974.0,195.0,5.0,2.0
9783,True,manhattan,True,moderate,entire,219.0,44.0,7.0,3.0
9784,True,brooklyn,True,moderate,entire,187.0,37.0,5.0,5.0
9785,True,manhattan,False,strict,entire,1082.0,216.0,30.0,4.0
9786,True,brooklyn,False,strict,entire,557.0,111.0,3.0,5.0
9787,False,manhattan,True,strict,entire,419.0,84.0,30.0,2.0
9788,True,manhattan,False,flexible,entire,965.0,193.0,30.0,2.0
9789,False,queens,False,moderate,entire,756.0,151.0,2.0,4.0
9790,True,queens,True,flexible,entire,938.0,188.0,15.0,4.0
9791,False,brooklyn,True,strict,privater,889.0,178.0,2.0,2.0
9792,True,queens,True,strict,sharedr,1055.0,211.0,1.0,3.0
9793,False,manhattan,True,flexible,entire,794.0,159.0,2.0,5.0
9794,False,brooklyn,False,moderate,entire,556.0,111.0,7.0,5.0
9795,True,brooklyn,False,flexible,privater,636.0,127.0,2.0,5.0
9796,True,manhattan,False,strict,privater,116.0,23.0,3.0,4.0
9797,False,manhattan,True,moderate,entire,576.0,115.0,6.0,5.0
9798,True,manhattan,True,strict,privater,1183.0,237.0,3.0,2.0
9799,True,queens,False,strict,privater,599.0,120.0,1.0,2.0
9800,False,queens,True,flexible,entire,514.0,103.0,2.0,5.0
9801,False,brooklyn,True,flexible,entire,407.0,81.0,1.0,5.0
9802,False,brooklyn,False,moderate,privater,257.0,51.0,1.0,2.0
9803,False,manhattan,True,moderate,entire,689.0,138.0,2.0,4.0
9804,False,queens,False,moderate,entire,439.0,88.0,2.0,3.0
9805,False,manhattan,True,moderate,entire,1052.0,210.0,30.0,4.0
9806,True,manhattan,True,flexible,entire,119.0,24.0,30.0,2.0
9807,True,brooklyn,False,flexible,entire,599.0,120.0,1.0,3.0
9808,False,staten,True,flexible,entire,835.0,167.0,5.0,2.0
9809,True,brooklyn,True,strict,entire,401.0,80.0,1.0,2.0
9810,True,brooklyn,False,moderate,privater,666.0,133.0,10.0,2.0
9811,False,manhattan,True,strict,entire,759.0,152.0,6.0,5.0
9812,False,manhattan,True,strict,entire,1191.0,238.0,1.0,3.0
9813,False,queens,True,strict,privater,163.0,33.0,1.0,4.0
9814,False,brooklyn,False,strict,privater,377.0,75.0,1.0,5.0
9815,False,queens,True,strict,entire,752.0,150.0,3.0,3.0
9816,True,manhattan,False,strict,entire,86.0,17.0,2.0,3.0
9817,False,manhattan,False,flexible,privater,840.0,168.0,2.0,2.0
9818,True,brooklyn,False,strict,entire,689.0,138.0,1.0,5.0
9819,True,manhattan,False,moderate,privater,945.0,189.0,2.0,5.0
9820,False,brooklyn,False,moderate,entire,1145.0,229.0,1.0,4.0
9821,True,queens,False,flexible,entire,510.0,102.0,2.0,2.0
9822,True,manhattan,False,strict,entire,75.0,15.0,3.0,4.0
9823,True,manhattan,False,strict,privater,266.0,53.0,4.0,2.0
9824,True,queens,False,strict,privater,59.0,12.0,1.0,2.0
9825,False,manhattan,True,flexible,privater,520.0,104.0,1.0,5.0
9826,False,brooklyn,True,moderate,privater,831.0,166.0,3.0,4.0
9827,False,queens,False,moderate,entire,252.0,50.0,3.0,4.0
9828,False,brooklyn,True,flexible,privater,688.0,138.0,7.0,3.0
9829,False,queens,True,moderate,entire,855.0,171.0,1.0,4.0
9830,True,manhattan,True,moderate,entire,560.0,112.0,5.0,4.0
9831,True,manhattan,False,flexible,privater,346.0,69.0,28.0,4.0
9832,False,brooklyn,False,strict,entire,592.0,118.0,3.0,3.0
9833,False,manhattan,True,flexible,entire,1050.0,210.0,30.0,5.0
9834,True,manhattan,False,strict,entire,265.0,53.0,30.0,5.0
9835,True,manhattan,True,flexible,entire,199.0,40.0,30.0,5.0
9836,True,manhattan,True,moderate,entire,207.0,41.0,30.0,5.0
9837,True,manhattan,True,flexible,entire,71.0,14.0,30.0,3.0
9838,True,manhattan,False,moderate,entire,498.0,100.0,30.0,5.0
9839,False,manhattan,True,flexible,entire,133.0,27.0,30.0,4.0
9840,True,manhattan,True,strict,entire,875.0,175.0,30.0,2.0
9841,False,manhattan,False,moderate,entire,868.0,174.0,2.0,3.0
9842,False,brooklyn,False,moderate,privater,837.0,167.0,12.0,5.0
9843,True,brooklyn,False,flexible,privater,111.0,22.0,1.0,3.0
9844,False,brooklyn,True,strict,sharedr,1125.0,225.0,1.0,5.0
9845,False,manhattan,False,strict,entire,226.0,45.0,3.0,4.0
9846,True,brooklyn,True,moderate,sharedr,920.0,184.0,1.0,5.0
9847,True,manhattan,True,flexible,sharedr,145.0,29.0,7.0,5.0
9848,False,queens,True,moderate,entire,72.0,14.0,5.0,4.0
9849,True,brooklyn,True,flexible,privater,962.0,192.0,1.0,5.0
9850,True,brooklyn,False,flexible,privater,627.0,125.0,30.0,4.0
9851,False,queens,False,strict,privater,70.0,14.0,1.0,4.0
9852,False,manhattan,True,flexible,entire,874.0,175.0,4.0,4.0
9853,True,brooklyn,False,flexible,privater,210.0,42.0,4.0,2.0
9854,True,brooklyn,False,moderate,privater,851.0,170.0,1.0,3.0
9855,False,brooklyn,True,strict,privater,752.0,150.0,2.0,5.0
9856,False,manhattan,True,strict,entire,1138.0,228.0,1.0,4.0
9857,False,brooklyn,False,flexible,privater,721.0,144.0,1.0,2.0
9858,False,queens,False,strict,privater,540.0,108.0,1.0,3.0
9859,False,manhattan,True,moderate,sharedr,279.0,56.0,2.0,2.0
9860,False,brooklyn,False,strict,privater,796.0,159.0,1.0,2.0
9861,True,brooklyn,True,moderate,privater,526.0,105.0,29.0,2.0
9862,False,brooklyn,True,flexible,privater,644.0,129.0,1.0,5.0
9863,True,manhattan,True,flexible,entire,541.0,108.0,1.0,3.0
9864,True,brooklyn,True,strict,privater,476.0,95.0,1.0,5.0
9865,False,manhattan,True,flexible,privater,373.0,75.0,3.0,5.0
9866,False,queens,True,strict,privater,797.0,159.0,2.0,5.0
9867,True,queens,True,flexible,privater,239.0,48.0,1.0,3.0
9868,False,manhattan,True,flexible,entire,378.0,76.0,5.0,4.0
9869,True,manhattan,True,flexible,privater,366.0,73.0,2.0,4.0
9870,True,manhattan,True,flexible,privater,698.0,140.0,1.0,5.0
9871,False,manhattan,True,flexible,entire,839.0,168.0,7.0,5.0
9872,False,brooklyn,False,flexible,privater,221.0,44.0,3.0,4.0
9873,False,queens,True,moderate,privater,528.0,106.0,1.0,5.0
9874,False,brooklyn,True,strict,privater,295.0,59.0,1.0,4.0
9875,False,brooklyn,False,flexible,privater,210.0,42.0,2.0,4.0
9876,False,brooklyn,True,flexible,privater,724.0,145.0,1.0,3.0
9877,True,manhattan,False,strict,privater,592.0,118.0,3.0,5.0
9878,False,brooklyn,True,moderate,privater,952.0,190.0,1.0,3.0
9879,True,queens,True,moderate,privater,64.0,13.0,2.0,4.0
9880,True,brooklyn,True,strict,privater,211.0,42.0,5.0,3.0
9881,True,queens,True,flexible,entire,984.0,197.0,2.0,5.0
9882,True,brooklyn,False,strict,privater,435.0,87.0,2.0,2.0
9883,False,manhattan,True,flexible,entire,593.0,119.0,5.0,3.0
9884,False,brooklyn,False,moderate,privater,1032.0,206.0,1.0,3.0
9885,True,brooklyn,False,strict,entire,209.0,42.0,3.0,2.0
9886,True,manhattan,False,strict,entire,508.0,102.0,3.0,4.0
9887,True,manhattan,True,strict,entire,955.0,191.0,2.0,3.0
9888,False,queens,True,strict,privater,394.0,79.0,1.0,2.0
9889,True,brooklyn,False,moderate,privater,232.0,46.0,7.0,2.0
9890,False,manhattan,True,strict,privater,588.0,118.0,30.0,5.0
9891,False,manhattan,False,flexible,entire,380.0,76.0,3.0,3.0
9892,False,queens,True,moderate,privater,362.0,72.0,1.0,2.0
9893,True,manhattan,True,moderate,privater,1054.0,211.0,2.0,5.0
9894,True,manhattan,True,strict,privater,1126.0,225.0,1.0,5.0
9895,False,brooklyn,True,moderate,entire,156.0,31.0,4.0,4.0
9896,False,brooklyn,False,flexible,entire,707.0,141.0,1.0,2.0
9897,False,manhattan,False,flexible,entire,301.0,60.0,3.0,3.0
9898,True,bronx,False,flexible,entire,100.0,20.0,3.0,2.0
9899,False,bronx,True,strict,entire,322.0,64.0,2.0,4.0
9900,True,bronx,False,flexible,privater,623.0,125.0,3.0,4.0
9901,True,bronx,True,strict,privater,772.0,154.0,2.0,2.0
9902,False,bronx,False,moderate,privater,682.0,136.0,2.0,2.0
9903,True,bronx,True,moderate,privater,868.0,174.0,2.0,2.0
9904,True,bronx,False,moderate,privater,58.0,12.0,2.0,5.0
9905,True,manhattan,True,strict,entire,513.0,103.0,3.0,3.0
9906,False,manhattan,False,flexible,privater,96.0,19.0,30.0,4.0
9907,False,queens,True,flexible,entire,1171.0,234.0,1.0,2.0
9908,True,brooklyn,True,flexible,privater,485.0,97.0,30.0,4.0
9909,False,brooklyn,False,flexible,privater,583.0,117.0,30.0,5.0
9910,True,manhattan,False,moderate,entire,434.0,87.0,2.0,2.0
9911,True,manhattan,True,flexible,entire,346.0,69.0,2.0,2.0
9912,True,manhattan,False,moderate,privater,555.0,111.0,1.0,5.0
9913,False,queens,False,moderate,privater,725.0,145.0,1.0,2.0
9914,False,brooklyn,True,flexible,privater,980.0,196.0,4.0,2.0
9915,False,brooklyn,True,moderate,entire,532.0,106.0,1.0,4.0
9916,False,queens,False,moderate,privater,902.0,180.0,2.0,2.0
9917,False,queens,True,flexible,privater,681.0,136.0,1.0,4.0
9918,False,staten,False,strict,privater,980.0,196.0,4.0,3.0
9919,True,manhattan,False,moderate,privater,460.0,92.0,1.0,5.0
9920,False,brooklyn,False,moderate,privater,442.0,88.0,2.0,5.0
9921,False,queens,True,moderate,privater,819.0,164.0,30.0,4.0
9922,True,brooklyn,False,moderate,privater,781.0,156.0,5.0,5.0
9923,True,manhattan,False,flexible,privater,135.0,27.0,2.0,5.0
9924,True,brooklyn,False,flexible,entire,133.0,27.0,5.0,5.0
9925,False,queens,True,strict,entire,747.0,149.0,15.0,3.0
9926,True,brooklyn,True,strict,entire,56.0,11.0,3.0,5.0
9927,False,brooklyn,True,flexible,privater,142.0,28.0,1.0,5.0
9928,True,manhattan,True,moderate,privater,192.0,38.0,3.0,4.0
9929,True,manhattan,True,strict,privater,228.0,46.0,3.0,4.0
9930,True,brooklyn,True,flexible,privater,1035.0,207.0,7.0,2.0
9931,False,queens,True,moderate,privater,436.0,87.0,1.0,3.0
9932,True,brooklyn,False,flexible,privater,771.0,154.0,2.0,4.0
9933,False,manhattan,True,moderate,entire,903.0,181.0,10.0,2.0
9934,True,brooklyn,False,moderate,privater,413.0,83.0,10.0,4.0
9935,False,brooklyn,True,flexible,sharedr,146.0,29.0,7.0,3.0
9936,True,manhattan,False,flexible,entire,989.0,198.0,7.0,5.0
9937,True,manhattan,True,strict,entire,549.0,110.0,3.0,4.0
9938,False,brooklyn,True,moderate,entire,798.0,160.0,3.0,4.0
9939,False,manhattan,False,flexible,entire,737.0,147.0,1.0,2.0
9940,True,manhattan,True,moderate,entire,805.0,161.0,2.0,3.0
9941,True,queens,False,moderate,privater,519.0,104.0,1.0,5.0
9942,True,queens,True,strict,entire,581.0,116.0,20.0,4.0
9943,False,bronx,True,strict,sharedr,1032.0,206.0,1.0,5.0
9944,True,manhattan,False,moderate,entire,1195.0,239.0,4.0,3.0
9945,True,manhattan,False,flexible,privater,507.0,101.0,1.0,5.0
9946,False,brooklyn,True,strict,privater,746.0,149.0,1.0,4.0
9947,True,brooklyn,True,strict,entire,697.0,139.0,14.0,3.0
9948,False,manhattan,False,flexible,privater,978.0,196.0,3.0,5.0
9949,True,manhattan,False,flexible,entire,1105.0,221.0,5.0,3.0
9950,True,manhattan,False,moderate,entire,535.0,107.0,30.0,5.0
9951,True,queens,True,moderate,privater,369.0,74.0,1.0,5.0
9952,True,brooklyn,True,flexible,entire,698.0,140.0,5.0,2.0
9953,True,brooklyn,True,moderate,privater,968.0,194.0,1.0,2.0
9954,True,queens,True,strict,privater,1183.0,237.0,4.0,2.0
9955,True,manhattan,True,flexible,entire,321.0,64.0,3.0,3.0
9956,False,queens,False,strict,privater,960.0,192.0,1.0,4.0
9957,False,manhattan,False,flexible,entire,509.0,102.0,1.0,2.0
9958,False,manhattan,False,flexible,entire,756.0,151.0,1.0,5.0
9959,False,brooklyn,True,strict,entire,642.0,128.0,30.0,2.0
9960,True,brooklyn,True,moderate,entire,71.0,14.0,30.0,5.0
9961,False,brooklyn,True,strict,entire,68.0,14.0,3.0,3.0
9962,True,brooklyn,True,moderate,privater,204.0,41.0,1.0,2.0
9963,True,brooklyn,False,strict,privater,1123.0,225.0,4.0,5.0
9964,True,manhattan,True,strict,entire,796.0,159.0,1.0,5.0
9965,True,queens,False,moderate,privater,1192.0,238.0,1.0,2.0
9966,True,manhattan,False,moderate,entire,215.0,43.0,4.0,2.0
9967,True,manhattan,True,moderate,privater,747.0,149.0,3.0,5.0
9968,False,brooklyn,False,moderate,entire,539.0,108.0,4.0,5.0
9969,True,manhattan,False,strict,entire,626.0,125.0,5.0,5.0
9970,False,queens,False,strict,entire,870.0,174.0,24.0,4.0
9971,False,queens,True,flexible,entire,148.0,30.0,1.0,2.0
9972,False,brooklyn,True,flexible,entire,1066.0,213.0,1.0,2.0
9973,True,manhattan,False,moderate,entire,456.0,91.0,1.0,5.0
9974,False,manhattan,True,moderate,entire,151.0,30.0,1.0,2.0
9975,False,brooklyn,False,moderate,privater,137.0,27.0,1.0,4.0
9976,True,manhattan,True,strict,sharedr,596.0,119.0,1.0,4.0
9977,True,brooklyn,False,moderate,sharedr,316.0,63.0,1.0,4.0
9978,True,brooklyn,True,moderate,privater,1012.0,202.0,1.0,3.0
9979,True,brooklyn,True,strict,sharedr,882.0,176.0,1.0,4.0
9980,False,queens,False,strict,privater,1096.0,219.0,1.0,5.0
9981,False,brooklyn,False,strict,sharedr,755.0,151.0,1.0,4.0
9982,True,queens,False,strict,entire,1027.0,205.0,3.0,3.0
9983,True,queens,True,strict,privater,903.0,181.0,1.0,3.0
9984,True,brooklyn,False,strict,sharedr,878.0,176.0,1.0,5.0
9985,True,manhattan,True,flexible,entire,801.0,160.0,28.0,2.0
9986,False,queens,False,moderate,privater,720.0,144.0,1.0,3.0
9987,True,brooklyn,True,strict,privater,323.0,65.0,1.0,5.0
9988,False,queens,False,strict,sharedr,154.0,31.0,1.0,5.0
9989,True,brooklyn,False,strict,entire,352.0,70.0,8.0,4.0
9990,True,manhattan,True,moderate,entire,624.0,125.0,30.0,4.0
9991,True,manhattan,True,flexible,entire,59.0,12.0,30.0,4.0
9992,True,manhattan,True,strict,entire,1152.0,230.0,30.0,5.0
9993,True,manhattan,False,flexible,entire,675.0,135.0,30.0,4.0
9994,True,brooklyn,False,flexible,entire,1196.0,239.0,30.0,2.0
9995,True,manhattan,False,moderate,entire,80.0,16.0,30.0,4.0
9996,True,manhattan,False,flexible,entire,513.0,103.0,1.0,5.0
9997,True,manhattan,True,moderate,sharedr,870.0,174.0,1.0,3.0
9998,False,queens,False,moderate,privater,797.0,159.0,1.0,5.0
9999,True,brooklyn,False,strict,entire,313.0,63.0,8.0,4.0
10000,True,queens,False,moderate,privater,96.0,19.0,2.0,3.0
10001,True,brooklyn,False,flexible,entire,1186.0,237.0,3.0,5.0
10002,True,brooklyn,True,moderate,privater,196.0,39.0,3.0,2.0
10003,False,manhattan,False,strict,privater,236.0,47.0,3.0,2.0
10004,False,manhattan,False,moderate,entire,765.0,153.0,1.0,5.0
10005,False,manhattan,False,moderate,privater,854.0,171.0,5.0,5.0
10006,True,manhattan,True,strict,privater,689.0,138.0,1.0,3.0
10007,True,brooklyn,True,moderate,privater,1183.0,237.0,5.0,3.0
10008,False,manhattan,True,moderate,entire,542.0,108.0,7.0,5.0
10009,True,brooklyn,True,strict,privater,926.0,185.0,1.0,5.0
10010,False,brooklyn,True,moderate,entire,385.0,77.0,30.0,2.0
10011,True,manhattan,True,flexible,entire,679.0,136.0,2.0,5.0
10012,True,manhattan,False,moderate,entire,392.0,78.0,2.0,4.0
10013,False,queens,True,flexible,entire,911.0,182.0,2.0,4.0
10014,True,manhattan,True,moderate,entire,182.0,36.0,4.0,5.0
10015,True,manhattan,False,strict,privater,482.0,96.0,1.0,4.0
10016,False,manhattan,False,flexible,entire,386.0,77.0,2.0,3.0
10017,True,queens,False,strict,privater,127.0,25.0,1.0,5.0
10018,True,brooklyn,True,flexible,privater,506.0,101.0,32.0,3.0
10019,False,brooklyn,False,flexible,privater,405.0,81.0,30.0,2.0
10020,True,brooklyn,False,strict,privater,1072.0,214.0,1.0,2.0
10021,False,manhattan,False,strict,privater,937.0,187.0,3.0,3.0
10022,True,manhattan,False,flexible,entire,107.0,21.0,2.0,5.0
10023,False,manhattan,False,moderate,entire,345.0,69.0,3.0,5.0
10024,False,queens,True,flexible,entire,735.0,147.0,2.0,4.0
10025,True,manhattan,False,flexible,privater,130.0,26.0,1.0,3.0
10026,False,queens,True,flexible,privater,804.0,161.0,1.0,5.0
10027,False,queens,True,flexible,entire,162.0,32.0,1.0,5.0
10028,True,queens,True,moderate,privater,454.0,91.0,1.0,5.0
10029,False,brooklyn,False,moderate,entire,399.0,80.0,30.0,3.0
10030,True,queens,True,moderate,privater,776.0,155.0,2.0,4.0
10031,True,brooklyn,False,moderate,privater,508.0,102.0,1.0,2.0
10032,True,brooklyn,True,strict,entire,149.0,30.0,4.0,4.0
10033,True,brooklyn,True,strict,entire,916.0,183.0,1.0,4.0
10034,False,brooklyn,False,moderate,privater,417.0,83.0,2.0,4.0
10035,True,brooklyn,True,moderate,privater,242.0,48.0,6.0,3.0
10036,False,manhattan,True,flexible,entire,387.0,77.0,5.0,4.0
10037,False,brooklyn,True,strict,privater,199.0,40.0,1.0,3.0
10038,False,brooklyn,True,flexible,privater,915.0,183.0,30.0,4.0
10039,False,brooklyn,False,moderate,privater,1122.0,224.0,4.0,4.0
10040,False,queens,True,strict,privater,1037.0,207.0,30.0,4.0
10041,True,manhattan,True,strict,privater,804.0,161.0,1.0,2.0
10042,False,brooklyn,False,moderate,entire,695.0,139.0,2.0,2.0
10043,True,brooklyn,True,flexible,privater,351.0,70.0,2.0,2.0
10044,False,manhattan,True,flexible,privater,326.0,65.0,30.0,5.0
10045,True,brooklyn,True,strict,privater,464.0,93.0,3.0,2.0
10046,True,brooklyn,False,flexible,privater,757.0,151.0,1.0,5.0
10047,True,brooklyn,False,strict,privater,735.0,147.0,1.0,3.0
10048,False,bronx,True,moderate,privater,119.0,24.0,1.0,5.0
10049,False,manhattan,False,strict,entire,1001.0,200.0,45.0,2.0
10050,False,manhattan,False,strict,sharedr,750.0,150.0,1.0,4.0
10051,False,queens,True,strict,privater,642.0,128.0,1.0,2.0
10052,True,brooklyn,False,flexible,privater,52.0,10.0,1.0,2.0
10053,True,manhattan,True,strict,privater,688.0,138.0,1.0,4.0
10054,True,manhattan,True,flexible,entire,348.0,70.0,7.0,5.0
10055,True,queens,False,flexible,privater,664.0,133.0,3.0,4.0
10056,True,bronx,False,flexible,entire,483.0,97.0,7.0,3.0
10057,False,brooklyn,True,flexible,privater,1056.0,211.0,2.0,5.0
10058,True,brooklyn,True,flexible,entire,1020.0,204.0,10.0,2.0
10059,True,bronx,True,flexible,privater,963.0,193.0,2.0,4.0
10060,False,bronx,True,moderate,privater,456.0,91.0,2.0,5.0
10061,True,queens,True,moderate,privater,906.0,181.0,15.0,3.0
10062,True,manhattan,True,moderate,entire,811.0,162.0,7.0,3.0
10063,False,brooklyn,True,strict,privater,867.0,173.0,2.0,2.0
10064,True,manhattan,True,moderate,entire,973.0,195.0,30.0,2.0
10065,True,brooklyn,True,strict,entire,151.0,30.0,7.0,3.0
10066,True,manhattan,True,strict,entire,895.0,179.0,1.0,3.0
10067,True,manhattan,True,strict,privater,464.0,93.0,4.0,5.0
10068,True,brooklyn,False,moderate,entire,333.0,67.0,7.0,4.0
10069,True,manhattan,False,flexible,entire,819.0,164.0,4.0,2.0
10070,False,manhattan,True,strict,privater,474.0,95.0,30.0,4.0
10071,True,manhattan,True,strict,entire,140.0,28.0,3.0,4.0
10072,True,manhattan,True,flexible,privater,340.0,68.0,30.0,4.0
10073,False,queens,True,strict,privater,74.0,15.0,2.0,5.0
10074,True,manhattan,True,strict,privater,710.0,142.0,1.0,4.0
10075,False,queens,False,flexible,entire,152.0,30.0,2.0,3.0
10076,True,manhattan,True,strict,privater,991.0,198.0,1.0,4.0
10077,False,brooklyn,False,strict,privater,1038.0,208.0,2.0,3.0
10078,False,brooklyn,False,moderate,entire,648.0,130.0,4.0,5.0
10079,False,queens,True,strict,entire,301.0,60.0,3.0,5.0
10080,True,manhattan,True,flexible,entire,1078.0,216.0,2.0,3.0
10081,True,queens,True,strict,privater,480.0,96.0,1.0,2.0
10082,True,manhattan,True,flexible,privater,252.0,50.0,3.0,3.0
10083,True,brooklyn,True,moderate,privater,371.0,74.0,1.0,4.0
10084,True,queens,False,strict,entire,516.0,103.0,1.0,3.0
10085,False,brooklyn,True,moderate,privater,132.0,26.0,2.0,4.0
10086,False,brooklyn,False,flexible,privater,1133.0,227.0,1.0,3.0
10087,True,brooklyn,False,strict,privater,605.0,121.0,1.0,5.0
10088,False,brooklyn,False,strict,entire,658.0,132.0,3.0,4.0
10089,True,manhattan,True,flexible,entire,92.0,18.0,1.0,5.0
10090,False,brooklyn,True,strict,privater,603.0,121.0,1.0,5.0
10091,True,manhattan,False,moderate,entire,479.0,96.0,4.0,2.0
10092,True,manhattan,False,strict,entire,867.0,173.0,1.0,4.0
10093,False,brooklyn,True,strict,entire,260.0,52.0,1.0,2.0
10094,True,brooklyn,False,moderate,sharedr,906.0,181.0,1.0,5.0
10095,True,manhattan,True,flexible,entire,378.0,76.0,2.0,3.0
10096,True,queens,False,flexible,privater,123.0,25.0,1.0,2.0
10097,False,manhattan,True,flexible,privater,284.0,57.0,1.0,4.0
10098,False,brooklyn,True,flexible,privater,588.0,118.0,2.0,5.0
10099,True,manhattan,False,flexible,privater,940.0,188.0,3.0,4.0
10100,True,manhattan,True,flexible,privater,411.0,82.0,1.0,4.0
10101,True,brooklyn,False,moderate,privater,863.0,173.0,1.0,3.0
10102,True,queens,False,moderate,entire,490.0,98.0,3.0,2.0
10103,True,queens,False,moderate,entire,541.0,108.0,7.0,4.0
10104,False,manhattan,False,flexible,entire,203.0,41.0,1.0,5.0
10105,False,brooklyn,False,moderate,privater,412.0,82.0,29.0,3.0
10106,True,manhattan,True,strict,entire,813.0,163.0,1.0,3.0
10107,False,brooklyn,True,strict,privater,439.0,88.0,2.0,4.0
10108,False,queens,False,strict,privater,1087.0,217.0,1.0,2.0
10109,False,queens,True,flexible,privater,557.0,111.0,1.0,2.0
10110,True,brooklyn,False,strict,entire,1012.0,202.0,1.0,4.0
10111,True,manhattan,False,strict,entire,940.0,188.0,1.0,3.0
10112,True,manhattan,False,moderate,entire,221.0,44.0,1.0,4.0
10113,True,queens,False,flexible,privater,1069.0,214.0,1.0,5.0
10114,False,manhattan,True,strict,privater,1145.0,229.0,2.0,5.0
10115,False,brooklyn,False,strict,privater,1135.0,227.0,4.0,4.0
10116,False,manhattan,True,strict,sharedr,1007.0,201.0,2.0,2.0
10117,False,brooklyn,False,strict,entire,606.0,121.0,4.0,2.0
10118,True,queens,True,flexible,entire,204.0,41.0,3.0,5.0
10119,True,queens,False,flexible,privater,1028.0,206.0,3.0,4.0
10120,False,manhattan,True,strict,privater,1153.0,231.0,7.0,2.0
10121,False,manhattan,False,flexible,entire,191.0,38.0,1.0,4.0
10122,True,manhattan,False,flexible,entire,1064.0,213.0,1.0,2.0
10123,True,brooklyn,True,strict,privater,441.0,88.0,1.0,2.0
10124,False,queens,True,moderate,privater,64.0,13.0,2.0,2.0
10125,False,manhattan,False,flexible,privater,795.0,159.0,1.0,4.0
10126,True,manhattan,False,strict,privater,571.0,114.0,1.0,2.0
10127,False,queens,True,moderate,entire,1196.0,239.0,1.0,3.0
10128,True,brooklyn,True,strict,sharedr,500.0,100.0,1.0,3.0
10129,False,brooklyn,True,flexible,sharedr,54.0,11.0,7.0,2.0
10130,True,brooklyn,False,strict,privater,755.0,151.0,4.0,2.0
10131,True,brooklyn,True,strict,entire,173.0,35.0,4.0,5.0
10132,False,manhattan,False,moderate,privater,956.0,191.0,29.0,5.0
10133,False,manhattan,True,flexible,entire,1131.0,226.0,3.0,3.0
10134,False,brooklyn,False,strict,entire,1061.0,212.0,1.0,3.0
10135,True,manhattan,False,moderate,privater,129.0,26.0,7.0,4.0
10136,True,manhattan,True,moderate,privater,994.0,199.0,1.0,5.0
10137,True,manhattan,True,flexible,privater,803.0,161.0,1.0,4.0
10138,False,brooklyn,False,moderate,privater,294.0,59.0,7.0,4.0
10139,False,queens,False,flexible,privater,1085.0,217.0,1.0,4.0
10140,False,brooklyn,False,flexible,entire,731.0,146.0,20.0,3.0
10141,False,brooklyn,True,flexible,entire,338.0,68.0,1.0,3.0
10142,True,brooklyn,True,strict,privater,719.0,144.0,6.0,3.0
10143,True,brooklyn,True,flexible,privater,988.0,198.0,20.0,2.0
10144,True,manhattan,True,strict,privater,787.0,157.0,2.0,2.0
10145,True,brooklyn,False,strict,privater,592.0,118.0,7.0,5.0
10146,False,manhattan,False,strict,privater,998.0,200.0,2.0,4.0
10147,True,manhattan,False,strict,entire,515.0,103.0,6.0,4.0
10148,False,brooklyn,False,moderate,entire,277.0,55.0,1.0,3.0
10149,False,manhattan,False,strict,privater,479.0,96.0,4.0,2.0
10150,False,queens,True,strict,privater,411.0,82.0,1.0,3.0
10151,False,brooklyn,False,flexible,privater,1153.0,231.0,2.0,4.0
10152,False,brooklyn,True,flexible,privater,1059.0,212.0,4.0,5.0
10153,False,manhattan,True,flexible,entire,291.0,58.0,10.0,3.0
10154,False,manhattan,True,flexible,sharedr,1192.0,238.0,1.0,4.0
10155,False,manhattan,False,moderate,privater,1046.0,209.0,7.0,4.0
10156,False,manhattan,False,flexible,privater,1071.0,214.0,2.0,4.0
10157,True,brooklyn,False,moderate,privater,823.0,165.0,7.0,5.0
10158,True,manhattan,False,moderate,sharedr,1096.0,219.0,1.0,4.0
10159,True,queens,False,flexible,entire,85.0,17.0,2.0,3.0
10160,False,brooklyn,True,strict,privater,194.0,39.0,7.0,2.0
10161,True,manhattan,False,moderate,entire,475.0,95.0,30.0,5.0
10162,True,brooklyn,False,strict,privater,295.0,59.0,15.0,4.0
10163,False,brooklyn,True,moderate,privater,1111.0,222.0,7.0,2.0
10164,True,manhattan,True,strict,entire,610.0,122.0,2.0,2.0
10165,True,brooklyn,False,strict,privater,169.0,34.0,1.0,4.0
10166,True,queens,False,moderate,entire,645.0,129.0,1.0,5.0
10167,True,brooklyn,False,moderate,entire,116.0,23.0,5.0,4.0
10168,False,manhattan,True,strict,entire,1158.0,232.0,2.0,5.0
